id,text,label,
511,What fraction of a beaver 's life is spent swimming ?,NUM,
512,What was the Bridge of San Luis Rey made of ?,ENTY,
513,What do economists do ?,DESC,
514,What country has the largest sheep population ?,LOC,
515,What do I need to do to take my dog with me to live in Dominica ,DESC,
516,What country is the world 's largest importer of cognac ?,LOC,
517,How many years is Johnnie Walker Black Label aged ?,NUM,
518,What does SIDS stand for ?,ABBR,
519,What is Grenada 's main commodity export ?,ENTY,
520,How much would a black-and-white 1-cent stamp be worth ,NUM,
521,What makes a clitoris sensitive ?,DESC,
522,What country has the most time zones ,LOC,
523,What `` magic '' does Mandrake employ ?,ENTY,
524,Who is the president of Stanford University ?,HUM,
525,Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,HUM,
526,What was introduced commercially by Bayer A.G. of Leverkusen ,ENTY,
527,What city is Logan Airport in ?,LOC,
528,What is a nanometer ?,DESC,
529,How many innings are there in a regulation softball game ?,NUM,
530,When did CNN go on the air ?,NUM,
531,What is the largest city on the Great Lakes ?,LOC,
532,What is the telephone number for the University of Kentucky ?,NUM,
533,Who invented baseball ?,HUM,
534,How many wives did Brigham Young have ?,NUM,
535,What product on the market is good for hiding facial scars ?,ENTY,
536,How long is the Coney Island boardwalk ?,NUM,
537,What city gained renown for its pea-soup fogs ?,LOC,
538,What does `` Janelle '' mean ?,DESC,
539,How do I get another city 's newspaper ?,DESC,
540,Name a movie about the Sioux Indians starring Kevin Costner .,ENTY,
541,Who was shot in the back during a Poker game in Deadwood ,HUM,
542,What are the distinct physical characterstics of the Arabian horse ?,DESC,
543,What is a fear of thunder ?,ENTY,
544,What animal has killed the most people ?,ENTY,
545,How many colleges are in Wyoming ?,NUM,
546,What Russian seaport has a name meaning `` Lord of the East '' ?,LOC,
547,Where can stocks be traded on-line ?,LOC,
548,When was the Battle of Hastings ?,NUM,
549,What kind of file has the extension .dbf ?,ENTY,
550,When did Muhammad live ?,NUM,
551,What then-derogatory term was applied to the painters Monet ,ENTY,
552,What is a wop ?,DESC,
553,Where do rocks come from ?,DESC,
554,How do I stop background noise in a car stereo ?,DESC,
555,Where do people mountain climb in Nepal ?,LOC,
556,What is the best college in the country ?,HUM,
557,What is viscosity ?,DESC,
558,What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,ENTY,
559,What are the Nordic nations ?,LOC,
560,Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,LOC,
561,What U.S. state borders Illinois to the north ?,LOC,
562,Name a film in which Jude Law acted .,ENTY,
563,What is the temperature for baking Peachy Oat Muffins ?,NUM,
564,What is a fear of bees ?,ENTY,
565,What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,ENTY,
566,What is a green bog ?,DESC,
567,Where did the myth of Santa Claus originate ?,LOC,
568,What does a chairbound basophobic fear ?,ENTY,
569,What city is served by Logan International Airport ?,LOC,
570,What wrestling star became `` The Incredible Hulk '' ?,HUM,
571,What attracts tourists to Reims ?,LOC,
572,What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?,ENTY,
573,What fastener did Whitcomb Judson patent in 1893 ?,ENTY,
574,What 's an auberge in France ?,DESC,
575,Who was the star of the 1965 Broadway hit Golden Boy ?,HUM,
576,Where is Procter & Gamble based in the U.S. ?,LOC,
577,What army was founded by William Booth and his wife Catherine ?,HUM,
578,What does ribavirin consist of ?,ENTY,
579,Name the soft drink that is `` number one in the sun . '',ENTY,
580,What is the web address of the list of e-mail addresses of members of the House of Representatives ?,LOC,
581,What was her real name ?,HUM,
582,Why are the ears your center of balance ?,DESC,
583,Who invented the toothbrush ?,HUM,
584,What was the name of that popular song the Creeps sang ?,ENTY,
585,Where is the Abominable Snowman said to wander ?,LOC,
586,What is a fear of being alone ?,ENTY,
587,How many dots make up the symbol for `` because '' ?,NUM,
588,What do you get by adding Lactobacillus bulgaricus to milk ?,ENTY,
589,When reading classified ads ,ABBR,
590,How many hearts does an octopus have ?,NUM,
591,What plant has the largest seed ?,ENTY,
592,What was the only country you were allowed to drive into Israel from in 1979 ?,LOC,
593,What 's approaching when a cyclist shouts : `` Oil '' ?,ENTY,
594,What baseball star turned down a $1 ,HUM,
595,What kind of sport is often associated with hooligans ?,ENTY,
596,What video game hero do some of his fans call Chomper ?,HUM,
597,How many holes are there in a tenpin bowling ball ?,NUM,
598,What is the longest word in the English language ?,ENTY,
599,In What city or state do the most gay men live in ?,LOC,
600,What TV comediennes 's characters include former movie star Nora Desmond ,HUM,
601,What is `` the bear of beers '' ?,ENTY,
602,Name the operating system that runs on IBM-compatible machines .,ENTY,
603,What does the name `` Justin '' mean ?,DESC,
604,What percentage of the body is muscle ?,NUM,
605,What color of dry wine should be served with veal roasts and chops ?,ENTY,
606,What is a golf ball made of ?,ENTY,
607,What is the Amish religion ?,DESC,
608,What does an average daycare provider get paid in New England ?,NUM,
609,What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,HUM,
610,Who played the Ringo Kid in the 1939 film Stagecoach ?,HUM,
611,Who died 1 feet from where John F. Kennedy did ?,HUM,
612,What is the `` coppertop '' battery ?,DESC,
613,What sign is The Water Carrier the zodiacal symbol for ?,ENTY,
614,What animals do you find in the stock market ?,ENTY,
615,What is color ?,DESC,
616,When is the site www.questions.com going to open ?,NUM,
617,What did Shostakovich write for Rostropovich ?,ENTY,
618,What first name was Nipsy Russell given at birth ?,HUM,
619,How can I get some free technical information on Electric Vehicle ?,DESC,
620,Who is the youngest of the Beatles ?,HUM,
621,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,DESC,
622,What is a Jellicle Cat ?,DESC,
623,Where can I find the best free evidence for debate about Russia ?,LOC,
624,What is Bill Gates of Microsoft E-mail address ?,LOC,
625,What is the second hardest substance ?,ENTY,
626,Why did several San Diego schools stop serving apples to students ?,DESC,
627,What Russian city boasts the Hermitage Museum ?,LOC,
628,When is Bastille Day ?,NUM,
629,What makes a tornado turn ?,DESC,
630,How many shots can a stock M16 hold ?,NUM,
631,What two colors are you blind to if you suffer from protanopia ?,ENTY,
632,Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,DESC,
633,Who is Coronado ?,HUM,
634,What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,ENTY,
635,What is artificial intelligence ?,DESC,
636,What do flatfish eat ?,ENTY,
637,Who was the first Holy Roman Emperor ?,HUM,
638,What can I use to remove the stubborn gummed labels from some diskettes ?,ENTY,
639,What day of the week sees the most fatal car accidents ?,NUM,
640,What is the origin of the word ,DESC,
641,What sport do you shag flies in ?,ENTY,
642,What is white chocolate ?,DESC,
643,Where is Trinidad ?,LOC,
644,Name the organization that is presided by a Security Council .,HUM,
645,Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked ,HUM,
646,What kind of wine is Spumante ?,ENTY,
647,Who portrayed portly criminologist Carl Hyatt on Checkmate ?,HUM,
648,How do you say I love you in Spanish ?,ENTY,
649,What does the name Gina mean ?,DESC,
650,What is the most advanced handheld calculator in the world ?,ENTY,
651,How fast is light ?,NUM,
652,What is the belt of low pressure around the equator called ?,ENTY,
653,What are shooting stars ?,DESC,
654,Whom did the Chicago Bulls beat in the 1993 championship ?,HUM,
655,When was the first American encyclopedia published ?,NUM,
656,What 's the tallest building in New York City ?,LOC,
657,How is Easter Sunday 's date determined ?,DESC,
658,What is the Motto for the State of Maryland ?,DESC,
659,Who is Desmond Tutu ?,HUM,
660,Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,LOC,
661,Name a tiger that is extinct .,ENTY,
662,How many quarters equal a pound ?,NUM,
663,What kind of books does Fodor 's publish ?,ENTY,
664,What are the first names of Rowan and Martin ,HUM,
665,What chapter of the Bible has the most verses ?,NUM,
666,Who is the worst US President ever ?,HUM,
667,What Asian leader was known as The Little Brown Saint ?,HUM,
668,What is the abbreviated expression for the National Bureau of Investigation ?,ABBR,
669,How fast does the fastest car go ?,NUM,
670,What is the highest mountain in the world ?,LOC,
671,What arch can you see from the Place de la Concorde ?,LOC,
672,Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?,HUM,
673,How long should a person wash their hands before they are clean ?,NUM,
674,Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,LOC,
675,Which is the wealthiest country in the world ?,LOC,
676,How can I find a phone number of someone if I only know their email address ?,DESC,
677,How can you contact play producers and promoters on-line ?,DESC,
678,Who is the monarch of the United Kingdom ?,HUM,
679,What is a fear of passing high objects ?,ENTY,
680,What do players try to do when the music stops in a game of musical chairs ?,DESC,
681,What are the top ten most common girl names in the US ?,HUM,
682,Why is black the color of mourning in the West ?,DESC,
683,What is the rarest coin ?,ENTY,
684,What Judith Rossner novel was made into a film starring Diane Keaton ?,ENTY,
685,Which country is Australia 's largest export market ?,LOC,
686,Where is the Kentucky Horse Park located ?,LOC,
687,What is a fear of parasites ?,ENTY,
688,In what Olympic Games did Nadia Comaneci become popular ?,ENTY,
689,Who does data collection in tourism ?,HUM,
690,What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?,HUM,
691,What is the leading pecan and peanut growing state ?,LOC,
692,What does a nihilist believe in ?,DESC,
693,What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,DESC,
694,In what sport are these following numbers relevant : 118 ,ENTY,
695,Who were the four famous founders of United Artists ?,HUM,
696,What 2 statues did France give to other countries ?,ENTY,
697,What are amphibians ?,DESC,
698,How many sperm cells are in an average ejaculation ?,NUM,
699,Name the disposable razor that `` costs about 19 cents . '',ENTY,
700,How far do you have to run if you hit a home run ?,NUM,
701,Who was the only U.S. President to wear a Nazi uniform ?,HUM,
702,Woodrow Wilson served as president of what university ?,HUM,
703,Where are the tropical rain forest distributions ?,LOC,
704,What 's the nickname of oddsmaker Jimmy Snyder ?,HUM,
705,What is the fear of being loved ?,ENTY,
706,What was the number of people that Randy Steven Craft was convicted of killing ?,NUM,
707,What was Queen Victoria 's title regarding India ?,HUM,
708,How is a hydrogen bomb different from a nuclear bomb ?,DESC,
709,How far can a man travel in outer space ?,NUM,
710,Where was Lincoln assassinated ?,LOC,
711,What type of food makes you fat ?,ENTY,
712,What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,ENTY,
713,What was the U.S. highway death toll in 1969 ?,NUM,
714,What kind of animals are Dorsets ,ENTY,
715,What are the shortest and the longest songs ever produced ?,ENTY,
716,What letter is to the right of K on a typewriter keyboard ?,ENTY,
717,What is the origin and the meaning of the name ,DESC,
718,What is the plural of gulf ?,ENTY,
719,Whose autobiography is titled Yes I Can ?,HUM,
720,What year did the United States pass the Copyright law ?,NUM,
721,What percentage of Americans own their homes ?,NUM,
722,What 's the first day of the week ?,NUM,
723,What city was President William McKinley shot in ?,LOC,
724,What city has the world 's longest subway system ?,LOC,
725,Who claimed he killed 4 ,HUM,
726,What is Bombay duck ?,DESC,
727,How many degrees cooler is the inside of a cucumber than the air outside ?,NUM,
728,What double talking `` professor '' holds a doctorate in Nothing ?,HUM,
729,What are the five most expensive cities in the world ?,LOC,
730,What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?,HUM,
731,How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?,NUM,
732,What is a virtual IP address ?,DESC,
733,What was the name of the cook on Rawhide ?,HUM,
734,What county is Chicago in ?,LOC,
735,What is the wingspan of a condor ?,NUM,
736,What facial feature typically contains about 55 hairs ?,DESC,
737,Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover ,HUM,
738,How can I transport files from one computer to another ?,DESC,
739,What 's the literary term for a play on words ?,ENTY,
740,What color were their horses ?,ENTY,
741,What does an average daycare provider get paid in New England ?,NUM,
742,What author landed a 468-pound marlin without harness in the early 193 's ?,HUM,
743,How many Americans fought for the British in the American Revolution ?,NUM,
744,What kind of education do I need to become a flight attendant ?,ENTY,
745,What are the two languages of Malta ?,ENTY,
746,How many oceans are there and name them ?,NUM,
747,What happened during the Blackhawk Indian war of 1832 ?,DESC,
748,How many pairs of legs does a lobster have ?,NUM,
749,What does the Latin ante mortem mean ?,DESC,
750,What does the name Shawn mean ?,DESC,
751,Where is the Danube ?,LOC,
752,What lawyer won the largest divorce settlement ,HUM,
753,What do you call a group of geese ?,ENTY,
754,Who delivered his last newscast on March 6 ,HUM,
755,How many times has `` Louie ,NUM,
756,How is Answers.com different from KnowPost.com ?,DESC,
757,What is the longest place name in the U.S. ?,LOC,
758,What percent liked Thatcher after she had been in power for a decade ?,NUM,
759,Where does Buzz Aldrin want to build a permanent ,LOC,
760,What was Mel Gibson 's first movie ?,ENTY,
761,Why was the L.A. office of Shea and Gould closed ?,DESC,
762,How do I start a bank ?,DESC,
763,How do Ouija Boards work ?,DESC,
764,What horse did Zorro ride ?,ENTY,
765,How do you get a broken cork out of a bottle ?,DESC,
766,Where can I find correct tabs for Third Eye Blind songs ?,LOC,
767,How do you determine heating requirements for your home ?,DESC,
768,What former major-league left-handed baseball pitcher was known as `` Space Man '' ?,HUM,
769,Which hair care product told us `` hate that gray ,ENTY,
770,Why did the chicken cross the road ?,DESC,
771,What was Michelangelo 's last name ?,HUM,
772,Who is Barbara Jordan ?,HUM,
773,Who was the Democratic nominee in the American presidential election ?,HUM,
774,What was Connecticut 's first constitution called ?,ENTY,
775,What historical event happened in Dogtown in 1899 ?,ENTY,
776,What is being done about the millennium bug ?,DESC,
777,What was the claim to fame of King Camp Gillette ?,DESC,
778,What is the most common kind of skin cancer in the U.S. ?,ENTY,
779,What is Olestra ?,DESC,
780,What Asian country has a bill of rights for cows ?,LOC,
781,How many fingers are used to draw a bow ?,NUM,
782,What are two plants that clothes are made from ?,ENTY,
783,When was Hurricane Hugo ?,NUM,
784,What is the most heavily caffeinated soft drink ?,ENTY,
785,What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?,HUM,
786,What was the price of Varian Associates ' vacuum products division ?,NUM,
787,When was `` the Great Depression '' ?,NUM,
788,What language is mostly spoken in Brazil ?,ENTY,
789,What college produced the most winning Super Bowl quarterbacks ?,HUM,
790,How do you solve `` Rubik 's Cube '' ?,DESC,
791,What is prepared mustard ?,DESC,
792,What classical Spanish writer warned : `` All that glitters is not gold '' ?,HUM,
793,What does `` antidisestablishmentarianism '' mean ?,DESC,
794,What actor married John F. Kennedy 's sister ?,HUM,
795,What does a topophobic actor suffer from ?,ENTY,
796,Who fired Maria Ybarra from her position in San Diego council ?,HUM,
797,The italian artist ,NUM,
798,What type of hunting are retrievers used for ?,ENTY,
799,What is Colin Powell best known for ?,DESC,
800,Who was the first black golfer to tee off in the Masters ?,HUM,
801,What city is the setting for Puccini 's opera La Boheme ?,LOC,
802,What U.S. President showed a fondness for munching on bee pollen bars ?,HUM,
803,What is measured in curies ?,DESC,
804,Whose cover is that of an employee of Universal Import and Export ?,HUM,
805,What former president 's daughter has written a book titled Murder in the White House ?,HUM,
806,What fictional character is known as the `` melancholy Dane '' ?,HUM,
807,Italy is the largest producer of what ?,ENTY,
808,What longtime game show host dropped dead while jogging in Central Park in 1984 ?,HUM,
809,What is the meaning of W.B. Yeat 's poem ,DESC,
810,Who were the `` filthiest people alive ? '',HUM,
811,What infectious disease is the world 's deadliest ?,ENTY,
812,What is Spumante ?,DESC,
813,In what year did Ireland elect its first woman president ?,NUM,
814,What is an isthmus ?,DESC,
815,What was the name of the orca that died of a fungal infection ?,ENTY,
816,Where is Mozambique located ?,LOC,
817,What is Mississippi 's state animal ?,ENTY,
818,What 's the origin of the word ` news ' ?,DESC,
819,What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?,ENTY,
820,How many months does a normal human pregnancy last ?,NUM,
821,How do fuel injectors work ?,DESC,
822,How can your school march in the Macy 's Thanksgiving Parade ?,DESC,
823,What is the real name of disc jockey `` Wolfman Jack '' ?,HUM,
824,What Italian liner was hijacked in 1985 ?,ENTY,
825,What city houses the U.S. headquarters of Procter and Gamble ?,LOC,
826,What soap was touted as being `` for people who like people '' ?,ENTY,
827,How much was the minimum wage in 1991 ?,NUM,
828,What does NAFTA stand for ?,ABBR,
829,Who invented silly putty ?,HUM,
830,What new middle school was built in Philadelphia ,HUM,
831,Who patented the first phonograph ?,HUM,
832,What are some tips for building a fire in a fireplace ?,ENTY,
833,What do manatees eat ?,ENTY,
834,How do you say 2 in Latin ?,ENTY,
835,What were popular songs and types of songs in the 1920s ?,ENTY,
836,How many Vietnamese were there in the Soviet Union ?,NUM,
837,What is November 's birthstone ?,ENTY,
838,What is a Certified Nurse Midwife ?,DESC,
839,On average ,NUM,
840,Who created private detective Philip Marlowe ?,HUM,
841,What Boris Pasternak book sold 5 ,ENTY,
842,What is the origin of the expression `` tout de suite '' ?,DESC,
843,What is the longest English word ?,ENTY,
844,What is the purpose of a car bra ?,DESC,
845,What is D.B. Cooper known for ?,DESC,
846,Who is Colin Powell ?,HUM,
847,What species is a colt ?,ENTY,
848,What is the full name of the PLO ?,ABBR,
849,What is the smallest country in Africa ?,LOC,
850,Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?,HUM,
851,What age followed the Bronze Age ?,ENTY,
852,What is her profession ?,HUM,
853,What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?,HUM,
854,What does the word LASER mean ?,ABBR,
855,What does the name `` Anthony '' mean ?,DESC,
856,Who was Lauren Bacall 's first husband ?,HUM,
857,What is a rhomboideus minor ?,DESC,
858,How many hands does Bjorn Borg use when hitting his forehand ?,NUM,
859,How many people died on D-Day ?,NUM,
860,What U.S. Congressman said : `` Keep the faith ,HUM,
861,Who created the character of Scrooge ?,HUM,
862,What is the student population at the University of Massachusetts in Amherst ?,NUM,
863,Where is Windsor Castle ?,LOC,
864,When did the Dow first reach ?,NUM,
865,Why were people recruited for the Vietnam War ?,DESC,
866,What party was Winston Churchill a member of ?,HUM,
867,What American League baseball team 's worst finish between 1926 and 1964 was fourth ?,HUM,
868,Where can I find the names of all the 15 Pokemon ?,LOC,
869,What state does Martha Stewart live in ?,LOC,
870,Which killer whale died at Sea World of a fungal infection ?,ENTY,
871,What are the Benelux countries ?,LOC,
872,Where 's the Petrified Forest ?,LOC,
873,What is a language spoken by the Sioux ?,ENTY,
874,Where is Tornado Alley ?,LOC,
875,Who was the author of `` John Brown 's Body '' ?,HUM,
876,What American poet wrote : `` Good fences make good neighbors '' ?,HUM,
877,What state in the U.S. has the most blacks ?,LOC,
878,Why are electric cars less efficient in the northeast than in California ?,DESC,
879,What was the occupation of Mandy Rice-Davies ?,HUM,
880,What is the city in which Maurizio Pellegrin lives called ?,LOC,
881,Who painted the Sistine Chapel ?,HUM,
882,Name the various costumed personas of Dr. Henry Pym .,HUM,
883,What breed of dog was the `` Little Rascals '' dog ?,ENTY,
884,What are the living conditions in Cuba ?,DESC,
885,What color are school buses ?,ENTY,
886,What is the oldest website on the Internet ?,LOC,
887,What events happened January 26 ,ENTY,
888,What explorers followed Columbus to the Americas ?,HUM,
889,Who is actress Goldie Hawn 's current actor boyfriend ?,HUM,
890,Who banned Peter Rose from baseball for betting on games ?,HUM,
891,What are the seven virtues ?,DESC,
892,What other name were the `` Little Rascals '' known as ?,ENTY,
893,When was the San Francisco fire ?,NUM,
894,What is a fear of food ?,ENTY,
895,How many casinos are in Atlantic City ,NUM,
896,What year did the Vietnam War end ?,NUM,
897,What are the names of Richard Nixon 's two daughters ?,HUM,
898,What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?,ENTY,
899,What is the chromosome number of an elephant ?,NUM,
900,What organization was founded by the Rev. Jerry Falwell ?,HUM,
901,What 's the longest river in the world ?,LOC,
902,Which soft drink does Madonna advertise for ?,ENTY,
903,What company is being bought by Yahoo and how much is the deal worth ?,HUM,
904,When was Berlin 's Brandenburg gate erected ?,NUM,
905,How many double-word-score spaces are there on a Scrabble Crossword Game board ?,NUM,
906,What year did Germany sign its nonaggression pact with the Soviet Union ?,NUM,
907,What mountain range is traversed by the highest railroad in the world ?,LOC,
908,Why were the American soldiers in WWI called `` Doughboys '',DESC,
909,Who was nicknamed The Little Corporal ?,HUM,
910,How many CDs has Garth Brooks sold ?,NUM,
911,Name the vessel used by the Atari Force in the DC comics .,ENTY,
912,Where are the leading medical groups specializing in lung diseases ?,LOC,
913,How can I find online spelling ,DESC,
914,What 's the sacred river of India ?,LOC,
915,What is Stefan Edberg 's native country ?,LOC,
916,What is the only gland in humans that can regenerate itself ?,ENTY,
917,How many Gutenberg Bibles are there ?,NUM,
918,Name the largest country in South America .,LOC,
919,What astronomical phenomenon takes place in Jan. 1999 ?,ENTY,
920,What information can you get me on Fairground Park in St. Louis,DESC,
921,What was American folk hero John Chapman 's nickname ?,HUM,
922,What is the difference between a median and a mean ?,DESC,
923,What was the top box office movie in April 1998 ?,ENTY,
924,What makes thunder ?,DESC,
925,What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ?,HUM,
926,Which is the largest clock ,ENTY,
927,What plant is rum made from ?,ENTY,
928,What country are Godiva chocolates from ?,LOC,
929,Name the poet of the poem which begins : I do not know much about gods , but I think that the river Is a strong brown god-sullen ,HUM
930,Which condiment was once sold as a patent medicine ?,ENTY,
931,What U.S. state records the least rainfall ?,LOC,
932,Why did the world enter a global depression in 1929 ?,DESC,
933,What was archy ,DESC,
934,What Texas city got its name from the Spanish for `` yellow '' ?,LOC,
935,What are the chemicals used in glowsticks ?,ENTY,
936,What country did the Nile River originate in ?,LOC,
937,What color are tennis balls ?,ENTY,
938,What barroom judge called himself The Law West of the Pecos ?,HUM,
939,What excuse did the NATO people give for hitting the Chinese embassy ?,DESC,
940,Who was President of Costa Rica in 1994 ?,HUM,
941,What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?,ENTY,
942,What country has the best defensive position in the board game Diplomacy ?,LOC,
943,What two countries share the Khyber Pass ?,LOC,
944,Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?,HUM,
945,What is the origin of the surname of Braun ?,DESC,
946,What card game has variations called Canfield ,ENTY,
947,What is Australia Day ?,DESC,
948,What mammal of North America is the world 's longest-lived for its size ?,ENTY,
949,What was the Chivington Massacre ?,DESC,
950,What actor starred in 1980 's Blue Lagoon ,HUM,
951,How many home runs did Lou Gehrig have during his career ?,NUM,
952,In what city is the headquarters of Sinn Fein ?,LOC,
953,Where can I find information on George Bush ?,LOC,
954,Who is the voice of Miss Piggy ?,HUM,
955,What is the dialogue circle in cartoons called ?,ENTY,
956,What does the word camaro mean ,DESC,
957,Who replaced Bert Parks as the host of The Miss America Pageant ?,HUM,
958,How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?,NUM,
959,What is the AIM-54C Phoenix ?,DESC,
960,When are sheep shorn ?,NUM,
961,What sport is Chris Jogis a top player of ?,ENTY,
962,What 's the second-largest island in the world ?,LOC,
963,What is the definition of low island ?,DESC,
964,What century does Captain Video live in ?,NUM,
965,What types of water pollution are there ?,ENTY,
966,How many astronauts manned each Project Mercury flight ?,NUM,
967,What soft drink would provide me with the biggest intake of caffeine ?,ENTY,
968,What 's the name of a golf course in Myrtle Beach ?,ENTY,
969,What are some of the significant historical events of the 1990s ?,ENTY,
970,Name the only extant trilogy of classical Greek plays .,ENTY,
971,Where is Logan Airport ?,LOC,
972,What is the difference between Neoclassical art and Romanticism art ?,DESC,
973,Who was the first person inducted into the U.S. Swimming Hall of Fame ?,HUM,
974,What golfer has been called Ohio Fats and Blobbo ?,HUM,
975,Who murdered Leno and Rosemary LaBianca on August 1,HUM,
976,What is the average cost for four years of medical school ?,NUM,
977,What does God create in the first sentence of the Bible ?,ENTY,
978,Which of the following men was not married to Rita Hayworth ?,HUM,
979,What is the current ticket fare from from Cairo to Barbados ?,NUM,
980,What does NN O `` mean when used as a prefix in Irish surnames ?,ABBR,
981,How do you find oxidation numbers ?,DESC,
982,What is the state nickname of Mississippi ?,LOC,
983,What is Black Hills ,DESC,
984,What 1966 boob tube bomb took astronauts back to prehistoric times ?,ENTY,
985,How many students attend the University of Massachusetts ?,NUM,
986,Who said ,HUM,
987,What holidays are celebrated in Ireland ?,ENTY,
988,Who portrayed Etta Place ,HUM,
989,What are the Greek numerals ?,DESC,
990,What 's the name of the temple that is located near the capital city of Laos ?,LOC,
991,What is a fear of sleep ?,ENTY,
992,What auto race was Wilbur Reed the first to win three times ?,ENTY,
993,What are the most common breeding birds in the U.S. ?,ENTY,
994,What was organized as a Confederate veterans ' social club in Pulaski ,ENTY,
995,How do you look up criminal records on the Internet ?,DESC,
996,Where is the actress ,LOC,
997,What is an example of an actual case of using the Fourteenth Amendment ?,DESC,
998,Who was the Charlie perfume woman ?,HUM,
999,Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?,HUM,
1000,What singer became despondent over the death of Freddie Prinze ,HUM,
1001,When did Iraqi troops invade Kuwait ?,NUM,
1002,What was Mark Johnson referring to when he said : `` I still can 't believe it- we beat the Russians ? '',ENTY,
1003,What car was driven in the 199 release of `` Smokey and the Bandit '' ?,ENTY,
1004,What was the backup singing group for Roy Rogers ?,HUM,
1005,What famous singing cowboy owns the California Angels baseball team ?,HUM,
1006,What 1915 film was the first to gross $5 million ?,ENTY,
1007,Where did the term `` 86 '' come from ?,DESC,
1008,What causes someone to be ticklish ?,DESC,
1009,What is the probability that at least 2 out of 25 people will have the same birthday ?,NUM,
1010,How many Canadians emmigrate each year ?,NUM,
